,sentiment,tweet
60857,,"Donc, pas de terminus à Denfert pour continuer vers le nord #RERB #TeamRERB"
75923,,@RERB #RERB Delestage sauvage à denfert Detour dans la rue pour retrouver ça 😠😠😠😠 et impossible de monter 😠😠😠 pic.twitter.com/RwbDyA6sVf
15343,,"Bonsoir
Un KEZZ passe à DR à 17h55. Pourquoi lancer un KJZZ à 17h58 ? Ne pourrait on pas mieux répartir les flux ? #RERB #TeamRERB"
111555,,@RERB Où en est le trafic s'il vous plait ?
4474,,@RERB on stationne sans annonce à gentilly direction paris. Que se passe t il?
73844,,Je verrais bien la chenille de la Bande à basile comme hymne sur la ligne qu'on pourrait passer en voitures et stations quand ca repart aprés un incident #RERB : https://www.youtube.com/watch?v=xLT68OFRjmo …
100413,,@RER_BETAIL @Rer_Monitor @laurentgallois Rien de plus normal quand on voit les gens s'entasser dans les wagons à Bourg la Reine.
91859,,"Colis suspect, tt dépend si le déminage intervient rapidement ou proche du lieu. 1h peut-être ?"
8888,,"Bonjour, c’est quel gare ou la personne qui est tombé sur les voies ?"
109638,,"@RERB vous annonciez hier 4 train sur 5 sur la partie sud,ce matin c'est 3 sur 4 : quel intérêt d'informer si vos informations sont fausses?"
21245,,Oui de GDN à Aulnay-sous-Bois
50962,,Vive le #CDGExpress ...
23356,,Quel est le prochain train pour Châtelet à Arcueil Cachan ? Ils sont tous affichés retardé
52261,,"@RERB, bon qu'il y ait un incident je comprends, mais le vrai problème c'est votre communication. ça fait 2h que vous donnez des infos contradictoires"
58476,,"Merci pour le retour je prends maintenant la rame RER A « Torcy » de Saint Germain en Laye, est-ce que c’est possible que je serais à CDG aéroport vers 18:41h? Si non, quel est l’impact concret sur le délai ? Cdt Touria"
68113,,"@RERB train venant de Robinson terminus à denfert ce matin, idem ce soir au retour, pas une journée où ça circule normalement"
28599,,La ligne 128 relie surtout le RER Robinson à Porte d'Orléans...
16000,,"@RERB demain j'arriverai à l'Aéroport CDG à 23h00. J'ai vu que à cette heure là il-y-aura un Bus de substitution entre Aéroport CDG 1 et Aulnay-sous-Bois.
Où est situé, avec précision, l’arrêt du Bus, svp ?"
63611,,Le problème est connu depuis combien de temps?
101958,,"@rerb bondés à Bagneux, impossible de monter, mais c'est sympa de s'arrêter pour prendre un peu d'air."
81583,,"@RERB bonjour, à quelle heure est estimée la reprise normale du trafic? Merci"
113862,,"@RERB pouvez-vous rattraper mon retard au travail,et récupérer ma fille après la garderie au poste de police si le problème n'est pas résolu"
92222,,Au delà de 15 min à l'arrêt total on parle d interruption. Merci #rerb
10015,,@RERB merci une nouvelle fois pour cette journée qui commence par un trajet sans fin Massy  - Châtelet ... à chaque jour sa bonne excuse mais c’est usant. Vous savez qu’on bosse et qu’on a des horaires à respecter ? Mon message ne changera rien mais là on sature !
13232,,"@RERB Bonjour joyyy, pourquoi les trains ont-ils du retard sur le trajet Mitry-claye /paris ? Le train à actuellement 4 minutes de retard et le train de 7h24 n’est pas passé en gare du vert galant...."
95181,,"Ne faites pas semblant, ça devient ridicule. Y'a pas de clim de la journée ! Vous le SAVEZ."
109802,0,@RERB les bus sont bondés mon fils ne peut pas monter ! Il vient de rater son examen ! Merci # RER B
90114,0,@vpecresse @Anne_Hidalgo encore un matin galère pour des usagers à bout #touslesjoursunproblèmeRERB #RERB
48971,2,Merci pour votre réponse. Bonne journée.
54487,,Bonjour le rer b fonctionne t’il depuis la gare du Bourget jusqu’à Paris ? @rerb #RERB
131270,0,@RERB Quelles sont les raisons du mouvement ? On ne les connaît toujours pas...
7825,1,Bjr quelle heure le prochain train à BLR en provenance de Robinson  svp ?
117374,1,@RERB.
61171,0,@rerb Aujourd’hui au moins 40 min de retard vers cdg C’est pour quand des transport publics corrects ?
50576,,Et bien on a le temps d’y passer sur le @RERB
126350,,"@RERB Just when I tought I was out, they pull me back in..."
100228,,@RERB Le train en direction de Paris est bloqué depuis plus de 20 min sans aucune annonce du conducteur. C'est pour quand la reprise?
32319,,"Merci pour le renseignement Oui, cela est utile à tout le monde J'ai hésité avec la SOSI34"
55853,,"Bonjour, pourquoi le train reste bloqué à Aulnay ? Direction Paris. Sans aucune info"
78577,,Merci Arthur. Et sinon le prochain train vers le sud va arriver quand ? Ça fait 13mn qu'on n'a pas vu un train...
982,,On parle bien du problème de 16h?🤦🏻‍♀️ pic.twitter.com/gnctlQaXwP
56591,,"Cool, une petite sieste pour être en forme, je souhaite, je prie pour que tout se passe bien, les gens sont sur les nerfs et fatigués...à tout à l'heure. 😊 #RERB"
76469,,"@RERB Déjà il y a les retards, les grèves, mais maintenant on a le droit de se faire larguer 2 fois/ semaine à Aulnay pour nous faire reprendre un 2ème voir 3ème RER pour CDG.. Vous pensez aux gens qui bossent ou qui ont un avion derrière ? Marre de vous !
#PasUnJourSansProbleme"
125455,0,@RERB: et le soir également !!! pas de surprise avec #RATP... PB en permanence
3992,,ça écorcherait les lèvres des conducteurs de reporter dans les rames les informations transmises sur les quais ? Ou cette noble profession accaparée par la hauteur de ses missions n’en est pas capable parce qu’elle ne s’abaisse pas à ces vilénies ? Insupportable et dégoûtant.
51915,,Oui problème de fermeture de porte la 2 ème fois depuis lundi N IMPORTE QUOI un service de mer... 😏
75274,,@RERB le Elzz affiche retardé qui recul en permanence va t/il seulement passer ? Et encore chapeau à la régulation de maintenir les deux direct ! Encore plus ds 10mn sans train qui relie le nord cela ne dépayses pas des grèves !
37667,,"@RERB @marieadamb Bonsoir, allez-vous prendre le #RERB demain ou allez vous reporter votre déplacement?"
330,,"ℹ️[Pandémie #COVID19 ] Nous recommandons aux personnes sensibles ou fragiles de rester autant que possible à leur domicile.

ℹ️Pour vérifier vos horaires, RDV J-1 à 17h sur  http://Transilien.com  ou  http://ratp.fr ."
40952,,"Avant on vidait le train et on l'évacuait du réseau er le trafic reprenait. Là, 30 minutes de blocage ...."
45973,1,"Bonjour, cela induit combien de temps de retard ?"
90901,,@RERB Pour info le trafic est indique normal a la defense. C'est beau les nouveaux ecrans... Reste a apprendre a RT Seby75609119
95957,,@RERB ca serait bien d annoncer en amont le delestage des QROL. Le QROL 33 est a nouveau délesté a laplace
5440,,"@RERB j’espère qu’une fois que nous serons arrivés à Gare du Nord on ne nous fera pas le coup du malaise voyageur.
Enfin, on redémarre..."
30131,0,"Bonjour Alexandra je vous suggère une idée en passant. Tant qu'à faire voyager dans l'inconfort, pourquoi ne supprimez vous pas les places assises?"
79168,0,@RERB délestage à cité universitaire !!!!!!! Quai archi blindé !!! La honte jusqu’au bout ! Je vais avoir quoi 6/7 trains sans arrêt à ma gare ! Vous remontez le mépris totale de sens cette régulation fait en dépit des usagers vu les gens délaissé
11507,1,"@RERB bonjour, à quelle heure le dernier départ de Palaiseau VilleBon direction Paris ce soir ?"
54357,1,"Bonjour, clairement le trafic est perturbé ?"
4118,1,Y a un rail cassé à Sevran Beaudottes.
64086,0,Je demandais s'il y a un problème pas une confirmation du retard. À Massy-V j'attends forcément  Ecco61 qui ne peut passer qu'après Icar55. Sans affichage c'est pénible de savoir si c'est un simple retard ou un problème.
60078,1,"@RERB bonjour, nous sommes immobilisés à Gentilly pour cause de régulation ? Cela fait 10 mn...,quand repartons nous ?"
21191,1,Ok et de Roissy dernier train jusqu’à Gare du Nord
30563,0,"Bonjour, pourquoi le temps d’attente n’est plus indiqué sur les panneaux d’affichage mais juste le lieu où se trouve le train? On ne sait même pas si le prochain s’arrête en gare ou pas ... 🤦🏻‍♀️"
68514,1,AVARIES INSTALLATIONS
119168,1,@RERB.
12544,1,@RERB #RERB y a t’il des RERB ce matin de BLR à Paris ? Les apps de transport me proposent que des bus. Que se passe t il ?
16391,1,"@RERB Bonsoir
Est-il bien possible de prendre le RERB à chatelet direction Aéroport CDG demain (mercredi) ?
Merci bcp"
21991,2,"Merci Stéphane, et bonne journée !"
76647,0,Je conseille une étudiante anglaise sur le quai. Elle me dit ne pas être  stressée car connaissant notre RER et notre RATP elle a prévu  3 HEURES pour se rendre à  Charles de Gaulle. La France de 2018 gérée par des branquignoles.
80227,1,"@RERB Bonjour, quel sera l'état du trafic demain ? Merci à vous"
109765,1,"je dis perso ""jusqu'a fin de service"". Au moins."
97457,1,"Je vous ai poser deux questions ce matin vers 9h30 sur les dysfonctionnements à la station #ParcDeSeaux, dont une sur une annulation de plus"
51365,0,"Pas de RER en gare du Bourget, rectifiez vos informations #rerb"
34754,1,Rer B direction mitry claye
41215,0,Reprise estimée à 15h30. Il est 17h10 et le trafic n’est toujours pas rétabli. Voilà le genre d’annonce que l’on a à Luxembourg ! Est-ce normal ? Vous vous sentez bien @RERB ? pic.twitter.com/xExTpXJ7s1
16221,2,Merci !
71754,1,"Bonjour Alexandra, pourquoi depuis lundi, le train annoncé à 17h44 au Bourget sur vos derniers horaires diffusés sur le blog ne passe pas ? Aurais je un train ce soir à 17h44?
Si pas de réponse, je retwitterai demain et tout les jours."
46720,0,Après panne de matériel de la journée panne de signalisation merci Mr Masure
5205,1,Vous avez dit qu'il y a une personne sur les voies alors qu'il n'y avait personne ?
58315,0,@RERB je suis dans un train avant Laplace vers Paris qui roule au ralenti et s’arrête tout le temps ! À quelle heure je serai aux Halles ? #remboursez @denismasure pic.twitter.com/PuQ78mqEvL
36468,1,Bjr j'aimerais bien connaître l'état de trafic pour se soir tranche CDG2 - - - le. Bourget
90330,1,"@RERB bonjour, le RER ralentit désormais quotidiennement entre massy-verrières et fontaine-michalon? Quelle en est la cause svp? Merci"
40500,0,@RERB @RER_A @RATPgroup @GroupeSNCF  quelle différence de lois entre les parisiens à Paris et les autres à Paris pic.twitter.com/3jhF4N3bku
106431,0,"@RERb les touristes fuient Paris...normal,la 1ère expérience en arrivant à Roissy et Orly est le #RERb."
33489,0,Bon vous la lâchez la communication ! Il se passe quoi ce matin ?! Vous attendez le malaise voyageur qui va forcément arriver vu le taux de remplissage des trains pour coller ça sur le dos des usagers ?
7000,0,Commencez à faire des annonces en temps réels sa commence clairement à être agaçant ! Je pars 20 minutes avant pour arriver en avance au travail mais j’arriverai en retard !!!!!!
59567,0,Et encore merci pour le dernier RER direct supprimé à CDG1 en direction de Paris de 15H54. Évidemment aucune explication. Et j'en prends pour au minimum 15mn de retard. C'est usant.
53034,, pic.twitter.com/K4Mxqt6RII
13996,0,"Ben non, finalement c'était pas meilleur. Pire oui."
2832,0,Mais le problème été hier soir donc rien n à été fait pour réparer super la gestion de la ligne @marieadamb et @vpecresse 👍
101514,0,encore des mensonges #rerb on vient d'avoir la vraie explication du conducteur:train en panne à Gare du Nord!@vpecresse
56041,,"@RERB USER 12 Laplace vidé de ses passagers à #Aulnay, #RERB #toutvabien"
118423,1,@RERB.
31158,0,Comment aller au travail ??!!
60521,,"50min pour villebon chatelet je suis ravi. Je vais avoir pres de 20 minutes de retard à ma réunion de 9h00.... et cerise sur le gâteau, personne n’avait jamais parlé de trains omnibus"
110186,,"@RERB A noter que la ligne 14 de la mobicaps relie les gares de Palaiseau-Vil, Palaiseau et Massy-Pal, un itinéraire de substitution en +"
57334,,Merci bonne soirée à vous aussi 😊
63560,1,"Bonjour Alexandra,
A Gare du Nord beaucoup de monde et un train pour mitry dans 15 minutes. Prochain train direct Charles de gaule. Est ce normal ?"
68755,,"@RERB Bonjour je constate que le velo était encore une fois le meilleur choixð. Il fait beau, pas trop chaud, ni trop froid,et coup de chance tous les feux sur min trajet au vertð. Excellent trajet velotafð¤©. Bon courage à ceux qui galèrent dans le #RERB RT KarenHua2"
54027,,@RERB à quel moment vs trouvez ça  normal alors qu'on attend depuis une éternité voie 43 à GDN  de faire passer le train de derrière sur la 41. Faire changer tout le monde de train et par dessus le faire partir devant nous. Votre incompétence me dégoute.
39365,,Et sinon vous voulez pas nous donner une estimation de quand ça va se régler histoire qu'on trouve d'autres solutions pour aller au boulot ? Comme d'hab... La com zéro
19924,1,Bonjour Joy cela veut dire qu’il y a des rer toute la journée jusqu’à 20 h ?
97896,,Incident voyageurs pour nous ce n'est pas la même chose que signal d'alarme... Merci bonne journée! #qml
129925,,@RERB pas de train pendant 5h????? Heu a quoi il sert le B?
1555,1,"Bonjour Joy. Nous sommes à l arrêt au parc des expos, direction aéroport, depuis 10 min. Avez vous des informations ?"
111741,,@RERB c'est déjà un petit goût de grève ce soir... Mode sardine de Denfert à Croix de Berny. Merci #RERB !
93349,,"Comme quoi c'est très très con de rendre invisible les twittos toxiques La preuve, vous donnez l'explication après"
2639,0,Remboursez nous
59734,,ça va donner des idées de création de site à certains ^^
29033,0,Putain mais arrêtez de vous foutre de nous ! Vous supprimez des trains 1 minute avant leur entrée en gare !!! Reprise progressive ? Mon cul ! Aucun horaire annoncé !!!
96909,,L'info est incomplète... C'est à quel niveau ? Quel département? Ça dure depuis quelle heure?
62429,,Rien de surprenant après tous les pb techniques ayant eu lieu ce matin
28296,0,"Dites @vpecresse, @IDFmobilites, @RERB, qd est ce que vs ns remboursez nos navigo? La maltraitance des usagers on en parle?"
128768,,@RERB j'ai reçu une amende car j'avais un billet Paris-Villepinte au lieu de Paris-parc des expos...qui coute le mm prix. Comment réclamer ?
49650,,"30 min que EMOI21 est parti de BLR et on est seulement à Port Royal, il vs faut combien de tps pr chasser des intrus sur les voies?"
130387,,@RERB On attend impatiemment la grève du 31 au soir #RERB. #qml
16207,,Bonsoir sur le tableau d’affichage 1 mn pour le train de saint Rémy les chevreuses mais il vient d’où cela fait 15 mn au quai de châtelet
